hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,A,A,0,No Deposit,NULL,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,SMR,Corporate,Direct,A,A,0,No Deposit,NULL,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,57,2015,September,36,3,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,A,C,0,No Deposit,171,Transient,65.5,1,0,Check-Out,9/4/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,A,A,0,No Deposit,NULL,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,29,2015,September,36,3,0,3,2,1,0,HB,PRT,Direct,Direct,D,F,2,No Deposit,250,Transient,211,0,2,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,1,0,0,BB,ITA,Corporate,Direct,A,A,1,No Deposit,NULL,Transient-Party,80,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,A,A,0,No Deposit,NULL,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,PRT,Corporate,Direct,A,A,0,No Deposit,NULL,Transient,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,0,6,2015,September,36,3,0,3,2,0,0,BB,FRA,Corporate,Direct,A,A,0,No Deposit,NULL,Transient-Party,88.2,0,0,Check-Out,9/6/2015
Resort Hotel,1,304,2015,September,36,3,0,3,40,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Group,0,0,0,Canceled,1/2/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,F,0,No Deposit,8,Contract,109.5,0,1,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,HB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,144.9,0,2,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,D,E,0,No Deposit,8,Contract,79.5,0,0,Check-Out,9/7/2015
Resort Hotel,0,29,2015,September,36,3,1,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,E,F,0,No Deposit,8,Contract,124.5,1,2,Check-Out,9/7/2015
Resort Hotel,0,297,2015,September,36,3,1,3,2,0,0,BB,IRL,Direct,TA/TO,A,A,0,No Deposit,240,Transient-Party,123,0,2,Check-Out,9/7/2015
Resort Hotel,1,297,2015,September,36,3,1,3,2,0,0,BB,PRT,Direct,TA/TO,A,A,0,No Deposit,240,Transient,0,0,0,Canceled,11/18/2014
Resort Hotel,0,52,2015,September,36,3,2,7,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient-Party,113,1,2,Check-Out,9/12/2015
Resort Hotel,0,92,2015,September,36,3,2,7,2,0,0,BB,ESP,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,1,0,Check-Out,9/12/2015
Resort Hotel,0,52,2015,September,36,3,2,7,2,1,0,HB,PRT,Direct,Direct,D,D,1,No Deposit,NULL,Transient-Party,166,0,3,Check-Out,9/12/2015
Resort Hotel,0,56,2015,September,36,3,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,243,Contract,79.5,0,1,Check-Out,9/13/2015
Resort Hotel,0,65,2015,September,36,3,2,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,D,D,0,No Deposit,40,Transient,79.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,50,2015,September,36,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,243,Contract,79.5,0,1,Check-Out,9/10/2015
Resort Hotel,0,163,2015,September,36,3,2,5,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,91.46,0,1,Check-Out,9/10/2015
Resort Hotel,1,48,2015,September,36,3,2,8,2,2,0,BB,PRT,Direct,Direct,G,I,0,No Deposit,250,Transient,153,0,0,No-Show,9/3/2015
Resort Hotel,0,327,2015,September,36,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,40,Contract,62.48,0,1,Check-Out,9/17/2015
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ITA,Corporate,Corporate,D,F,1,No Deposit,NULL,Transient,124.1,1,0,Check-Out,9/5/2015
Resort Hotel,1,1,2015,September,36,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,A,E,0,No Deposit,240,Transient,117.9,0,0,Canceled,9/4/2015
Resort Hotel,0,1,2015,September,36,4,0,1,2,0,0,BB,FRA,Online TA,TA/TO,A,F,1,No Deposit,240,Transient,143,1,2,Check-Out,9/5/2015
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ESP,Direct,Direct,D,E,0,No Deposit,250,Transient,131,0,0,Check-Out,9/5/2015
Resort Hotel,0,14,2015,September,36,4,0,2,3,0,0,BB,IRL,Groups,TA/TO,A,C,0,Refundable,96,Transient-Party,128,1,0,Check-Out,9/6/2015
Resort Hotel,0,88,2015,September,36,4,0,2,2,0,0,HB,ESP,Online TA,TA/TO,E,E,1,No Deposit,240,Transient,167,1,0,Check-Out,9/6/2015
Resort Hotel,1,105,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,153,0,0,Canceled,6/4/2015
Resort Hotel,0,0,2015,September,36,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,F,F,0,No Deposit,NULL,Transient,172,0,1,Check-Out,9/6/2015
Resort Hotel,1,77,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,0,0,Canceled,6/29/2015
Resort Hotel,0,15,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,D,E,0,No Deposit,240,Transient,146,0,1,Check-Out,9/6/2015
Resort Hotel,1,29,2015,September,36,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,8,Contract,79.5,0,0,Canceled,8/6/2015
Resort Hotel,0,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,142,Contract,116.8,0,0,Check-Out,9/7/2015
Resort Hotel,1,23,2015,September,36,4,1,2,2,0,0,HB,PRT,Direct,Direct,D,D,0,No Deposit,250,Transient,155,0,0,Canceled,8/14/2015
Resort Hotel,0,28,2015,September,36,4,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,D,E,0,No Deposit,8,Contract,79.5,1,0,Check-Out,9/7/2015
Resort Hotel,0,3,2015,September,36,4,1,2,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,1,2,Check-Out,9/7/2015
Resort Hotel,1,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,142,Contract,116.8,0,0,Canceled,8/7/2015
Resort Hotel,0,0,2015,September,36,4,2,2,3,0,0,BB,PRT,Direct,Direct,A,C,2,No Deposit,NULL,Transient,176,0,0,Check-Out,9/8/2015
Resort Hotel,0,4,2015,September,36,4,2,2,2,0,0,HB,PRT,Online TA,TA/TO,D,D,1,No Deposit,240,Transient,151.25,0,2,Check-Out,9/8/2015
Resort Hotel,0,63,2015,September,36,4,2,3,2,0,0,BB,ESP,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,168,1,1,Check-Out,9/9/2015
Resort Hotel,0,67,2015,September,36,4,2,3,2,0,0,BB,CHE,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,0,1,Check-Out,9/9/2015
Resort Hotel,1,29,2015,September,36,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,C,C,0,No Deposit,242,Transient,151.88,0,1,Canceled,8/6/2015
Resort Hotel,0,73,2015,September,36,4,2,7,2,2,0,BB,GBR,Online TA,TA/TO,G,G,1,No Deposit,240,Transient,153,0,0,Check-Out,9/13/2015
Resort Hotel,0,51,2015,September,36,4,3,7,2,0,0,HB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,142,Contract,104.8,1,0,Check-Out,9/14/2015
Resort Hotel,0,150,2015,September,36,4,3,7,2,0,0,HB,CHE,Direct,Direct,G,G,0,No Deposit,250,Transient,183,1,0,Check-Out,9/14/2015
Resort Hotel,0,23,2015,September,36,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,120,0,2,Check-Out,9/10/2015
Resort Hotel,0,67,2015,September,36,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,E,E,0,No Deposit,40,Transient,97.5,0,0,Check-Out,9/11/2015
Resort Hotel,1,30,2015,September,36,5,0,1,2,0,0,FB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,149,Transient,143.5,0,0,Canceled,8/28/2015
Resort Hotel,1,15,2015,September,36,5,1,1,1,2,0,BB,PRT,Online TA,TA/TO,H,H,0,No Deposit,240,Transient,163,0,0,Canceled,8/21/2015
Resort Hotel,0,68,2015,September,36,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,0,2,Check-Out,9/11/2015
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,171,0,1,Check-Out,9/11/2015
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,171,0,2,Check-Out,9/11/2015
Resort Hotel,1,74,2015,September,36,5,2,4,2,0,0,HB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,143,0,0,Canceled,6/29/2015
Resort Hotel,1,333,2015,September,36,5,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,96,Group,0,0,0,Canceled,1/2/2015
Resort Hotel,0,26,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,F,F,0,No Deposit,250,Transient,156,0,0,Check-Out,9/12/2015
Resort Hotel,0,25,2015,September,36,5,1,1,2,0,0,BB,USA,Online TA,TA/TO,E,F,0,No Deposit,240,Transient,139.5,1,1,Check-Out,9/7/2015
Resort Hotel,0,71,2015,September,36,5,2,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,113,0,0,Check-Out,9/9/2015
Resort Hotel,1,314,2015,September,36,5,2,5,2,1,0,HB,PRT,Direct,TA/TO,E,E,1,No Deposit,240,Transient,154.14,0,0,Canceled,1/2/2015
Resort Hotel,0,54,2015,September,36,5,2,5,2,0,0,BB,CN,Direct,Direct,A,A,0,No Deposit,250,Transient,98,0,2,Check-Out,9/12/2015
Resort Hotel,1,74,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,113,0,0,Canceled,6/26/2015
Resort Hotel,0,74,2015,September,36,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,40,Transient,107.5,0,0,Check-Out,9/12/2015
Resort Hotel,0,26,2015,September,36,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,C,C,0,No Deposit,142,Contract,124.8,0,0,Check-Out,9/12/2015
Resort Hotel,1,94,2015,September,36,5,2,5,2,0,0,BB,PRT,Direct,Direct,G,G,0,No Deposit,NULL,Transient,153,0,0,No-Show,9/5/2015
Resort Hotel,1,54,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,131,0,2,Canceled,7/14/2015
Resort Hotel,0,52,2015,September,36,5,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,A,B,1,No Deposit,149,Transient,111.5,1,0,Check-Out,9/12/2015
Resort Hotel,0,47,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,A,A,0,No Deposit,250,Transient,98,0,1,Check-Out,9/12/2015
Resort Hotel,1,74,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,0,0,Canceled,7/13/2015
Resort Hotel,1,1,2015,September,36,5,2,6,2,2,0,BB,PRT,Direct,Direct,G,G,0,No Deposit,250,Transient,153,0,0,Canceled,9/4/2015
Resort Hotel,1,50,2015,September,36,5,2,6,2,0,0,BB,PRT,Direct,Direct,C,C,0,No Deposit,250,Transient,123,0,0,Canceled,9/4/2015
Resort Hotel,1,155,2015,September,36,5,3,6,2,2,0,HB,PRT,Online TA,TA/TO,G,G,1,No Deposit,240,Transient,197,0,2,Canceled,4/7/2015
Resort Hotel,1,323,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,175,Transient-Party,97.5,0,1,Canceled,5/1/2015
Resort Hotel,1,323,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,175,Transient-Party,97.5,0,1,Canceled,5/1/2015
Resort Hotel,0,340,2015,September,36,5,4,6,2,0,0,BB,SWE,Offline TA/TO,TA/TO,E,E,2,No Deposit,96,Transient,87.75,0,2,Check-Out,9/15/2015
Resort Hotel,0,103,2015,September,36,5,4,10,2,0,0,BB,DEU,Online TA,TA/TO,E,E,0,No Deposit,241,Transient,83.7,1,1,Check-Out,9/19/2015
Resort Hotel,0,356,2015,September,36,5,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,2,Contract,91.77,0,0,Check-Out,9/19/2015
Resort Hotel,0,5,2015,September,37,6,0,0,1,2,0,BB,PRT,Online TA,TA/TO,H,H,0,No Deposit,240,Transient,0,0,0,Check-Out,9/6/2015
Resort Hotel,0,40,2015,September,37,6,2,0,2,0,0,HB,PRT,Direct,Direct,A,A,0,No Deposit,250,Transient,128,0,1,Check-Out,9/8/2015
Resort Hotel,1,116,2015,September,37,6,2,0,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,98,0,3,Canceled,5/13/2015
Resort Hotel,0,74,2015,September,37,6,2,1,2,0,0,BB,PRT,Online TA,TA/TO,A,A,2,No Deposit,241,Transient,71.69,0,1,Check-Out,9/9/2015
Resort Hotel,0,25,2015,September,37,6,2,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,114.5,0,1,Check-Out,9/10/2015
Resort Hotel,1,32,2015,September,37,6,1,0,2,0,0,HB,PRT,Offline TA/TO,Direct,A,A,1,No Deposit,NULL,Transient,149,0,0,Canceled,8/6/2015
Resort Hotel,1,12,2015,September,37,6,1,0,2,0,0,BB,PRT,Online TA,TA/TO,C,C,0,No Deposit,242,Transient,123,0,1,Canceled,8/25/2015
Resort Hotel,1,26,2015,September,37,6,2,3,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,250,Transient,117.8,0,1,Canceled,8/31/2015
Resort Hotel,1,73,2015,September,37,6,2,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,98,0,1,Canceled,6/29/2015
Resort Hotel,1,26,2015,September,37,6,2,3,2,0,1,BB,PRT,Online TA,TA/TO,F,F,0,No Deposit,242,Transient,198,0,2,Canceled,8/11/2015
Resort Hotel,1,27,2015,September,37,6,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,C,C,0,No Deposit,142,Contract,124.8,0,0,Canceled,8/18/2015
Resort Hotel,0,110,2015,September,37,6,2,3,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,98,1,0,Check-Out,9/11/2015
Resort Hotel,1,75,2015,September,37,6,2,3,1,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,89,0,0,Canceled,7/31/2015
Resort Hotel,0,61,2015,September,37,6,2,4,2,0,0,BB,ESP,Direct,Direct,A,A,0,No Deposit,250,Transient,128,0,0,Check-Out,9/12/2015
Resort Hotel,1,60,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,146,0,0,Canceled,8/24/2015
Resort Hotel,1,61,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,131,0,3,Canceled,8/25/2015
Resort Hotel,0,57,2015,September,37,6,2,4,2,0,0,BB,PRT,Direct,Direct,A,A,1,No Deposit,250,Transient,98,0,0,Check-Out,9/12/2015
Resort Hotel,0,61,2015,September,37,6,2,4,3,0,0,BB,ESP,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,161,0,3,Check-Out,9/12/2015
Resort Hotel,0,47,2015,September,37,6,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,8,Contract,79.5,0,0,Check-Out,9/12/2015
Resort Hotel,0,30,2015,September,37,6,2,5,2,0,0,BB,IRL,Online TA,TA/TO,A,E,0,No Deposit,240,Transient,126.29,1,2,Check-Out,9/13/2015
Resort Hotel,0,59,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,D,1,No Deposit,243,Transient,105.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,78,2015,September,37,6,2,5,3,0,0,HB,PRT,Direct,Direct,H,H,0,No Deposit,250,Transient,208.14,1,1,Check-Out,9/13/2015
Resort Hotel,1,142,2015,September,37,6,2,5,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,103.85,0,1,Canceled,5/23/2015
Resort Hotel,0,94,2015,September,37,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,96,Transient,79.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,69,2015,September,37,6,2,5,2,0,1,BB,PRT,Online TA,TA/TO,D,G,1,No Deposit,240,Transient,113,1,3,Check-Out,9/13/2015
Resort Hotel,0,78,2015,September,37,6,2,5,2,0,0,HB,PRT,Direct,Direct,F,F,0,No Deposit,250,Transient,163,1,0,Check-Out,9/13/2015
Resort Hotel,0,115,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,40,Contract,107.5,0,0,Check-Out,9/13/2015
Resort Hotel,0,128,2015,September,37,6,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,E,E,0,No Deposit,95,Transient,97.5,0,0,Check-Out,9/13/2015
Resort Hotel,1,90,2015,September,37,6,3,5,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,250,Transient,113,0,1,Canceled,8/1/2015
Resort Hotel,0,328,2015,September,37,6,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,171,Transient,66.15,0,1,Check-Out,9/16/2015
Resort Hotel,1,136,2015,September,37,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,142,Contract,99.8,0,0,Canceled,6/5/2015
Resort Hotel,0,143,2015,September,37,6,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,E,E,0,No Deposit,142,Contract,111.96,0,0,Check-Out,9/16/2015
Resort Hotel,0,90,2015,September,37,6,4,7,2,2,0,BB,IRL,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,139.18,0,0,Check-Out,9/17/2015
Resort Hotel,0,144,2015,September,37,6,4,10,2,0,0,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,83.15,0,1,Check-Out,9/20/2015
Resort Hotel,1,336,2015,September,37,7,1,2,50,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Group,0,0,0,Canceled,1/18/2015
Resort Hotel,0,90,2015,September,37,7,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,D,D,0,No Deposit,175,Transient,77.6,0,0,Check-Out,9/11/2015
Resort Hotel,0,35,2015,September,37,7,1,3,2,0,0,HB,PRT,Online TA,TA/TO,A,C,0,No Deposit,240,Transient,144.9,0,2,Check-Out,9/11/2015
Resort Hotel,0,4,2015,September,37,7,1,4,2,0,0,HB,PRT,Direct,Direct,A,C,1,No Deposit,250,Transient,161,0,0,Check-Out,9/12/2015
Resort Hotel,1,55,2015,September,37,7,1,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,242,Transient,131,0,1,Canceled,7/21/2015
Resort Hotel,0,0,2015,September,37,7,1,4,2,0,0,BB,PRT,Direct,Direct,E,E,3,No Deposit,NULL,Transient,131,0,0,Check-Out,9/12/2015
Resort Hotel,0,2,2015,September,37,7,1,4,2,0,1,HB,PRT,Online TA,TA/TO,A,A,2,No Deposit,240,Transient,188,0,2,Check-Out,9/12/2015
Resort Hotel,0,112,2015,September,37,7,1,5,2,0,0,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,147,Transient,64.29,0,0,Check-Out,9/13/2015
Resort Hotel,1,105,2015,September,37,7,1,5,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,98,0,0,Canceled,9/5/2015
Resort Hotel,1,109,2015,September,37,7,1,5,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,123,0,0,Canceled,6/5/2015
Resort Hotel,1,40,2015,September,37,7,2,5,1,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,117.29,0,2,Canceled,8/4/2015
Resort Hotel,1,75,2015,September,37,7,2,5,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,98,0,2,Canceled,8/27/2015
Resort Hotel,0,30,2015,September,37,7,13,33,2,0,0,SC,ESP,Online TA,TA/TO,A,I,17,No Deposit,240,Transient,0,0,1,Check-Out,10/23/2015
Resort Hotel,1,144,2015,September,37,7,3,7,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,75.96,0,0,No-Show,9/7/2015
Resort Hotel,0,248,2015,September,37,7,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,40,Transient,83.5,0,1,Check-Out,9/7/2015
Resort Hotel,0,0,2015,September,37,8,0,2,2,0,0,BB,PRT,Direct,Direct,A,C,1,No Deposit,NULL,Transient,131,0,0,Check-Out,9/10/2015
Resort Hotel,1,302,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,A,A,0,No Deposit,240,Transient,84.47,0,0,Canceled,1/22/2015
Resort Hotel,1,302,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,A,A,0,No Deposit,240,Transient,84.47,0,0,Canceled,1/22/2015
Resort Hotel,1,302,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,A,A,1,No Deposit,240,Transient,84.47,0,0,Canceled,1/22/2015
Resort Hotel,1,61,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,156,0,0,Canceled,7/27/2015
Resort Hotel,1,12,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,242,Transient,98,0,1,Canceled,8/28/2015
Resort Hotel,1,47,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,117.9,0,2,Canceled,8/10/2015
Resort Hotel,0,11,2015,September,37,8,0,4,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,250,Transient,98,0,1,Check-Out,9/12/2015
Resort Hotel,0,117,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,C,0,No Deposit,156,Contract,101.53,0,0,Check-Out,9/15/2015
Resort Hotel,0,160,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,C,0,No Deposit,40,Contract,97.54,0,0,Check-Out,9/15/2015
Resort Hotel,0,175,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,143,Transient,91.5,0,0,Check-Out,9/15/2015
Resort Hotel,0,71,2015,September,37,8,2,6,2,0,0,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,113,0,0,Check-Out,9/16/2015
Resort Hotel,1,344,2015,September,37,8,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,171,Transient,58.95,0,0,Canceled,1/1/2015
Resort Hotel,0,12,2015,September,37,8,2,5,2,0,0,BB,PRT,Direct,Direct,F,G,0,No Deposit,250,Transient,133,1,0,Check-Out,9/15/2015
Resort Hotel,0,382,2015,September,37,8,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,E,E,0,No Deposit,40,Contract,76.5,0,0,Check-Out,9/22/2015
Resort Hotel,1,0,2015,September,37,9,0,1,1,0,0,BB,PRT,Direct,Direct,A,F,0,No Deposit,NULL,Transient,146,0,2,Canceled,9/9/2015
Resort Hotel,0,0,2015,September,37,9,0,1,2,0,0,BB,ESP,Direct,Direct,F,F,0,No Deposit,NULL,Transient,146,1,0,Check-Out,9/10/2015
Resort Hotel,0,28,2015,September,37,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,NULL,Transient,80,0,0,Check-Out,9/10/2015
Resort Hotel,0,58,2015,September,37,9,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,A,A,0,No Deposit,251,Transient,68.5,0,0,Check-Out,9/10/2015
Resort Hotel,1,0,2015,September,37,9,0,1,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,146,0,2,Canceled,9/9/2015
Resort Hotel,1,20,2015,September,37,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,142,Contract,124.8,0,0,Canceled,8/22/2015
Resort Hotel,0,48,2015,September,37,9,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,131,0,2,Check-Out,9/11/2015
Resort Hotel,0,2,2015,September,37,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,240,Transient,146,1,0,Check-Out,9/12/2015
Resort Hotel,0,0,2015,September,37,9,0,1,1,0,0,BB,PRT,Corporate,Direct,A,A,0,No Deposit,NULL,Transient,134,0,0,Check-Out,9/10/2015
Resort Hotel,0,137,2015,September,37,9,0,3,1,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,241,Transient,86.69,1,2,Check-Out,9/12/2015
Resort Hotel,1,1,2015,September,37,9,1,4,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,124.4,0,0,Canceled,9/9/2015
Resort Hotel,0,130,2015,September,37,9,2,4,1,0,0,BB,LVA,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,65.7,0,2,Check-Out,9/15/2015
Resort Hotel,0,130,2015,September,37,9,2,4,1,0,0,BB,LVA,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,77.7,1,2,Check-Out,9/15/2015
Resort Hotel,0,118,2015,September,37,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,115,Contract,59,0,1,Check-Out,9/16/2015
Resort Hotel,0,146,2015,September,37,9,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,275,Transient,76.5,0,0,Check-Out,9/16/2015
